Choisissez un hybride,output,timestamp
1248,"Environnement: 5, Prédiction de rendement: 12.22
Environnement: 26, Prédiction de rendement: 10.18
Environnement: 20, Prédiction de rendement: 7.63
Environnement: 19, Prédiction de rendement: 4.99
Environnement: 15, Prédiction de rendement: 4.67",2024-11-11 09:39:19.040802
